id,gender,role,language_english,duration_in_days,publications,organic_tweets,follower_global,followees_global,follower_researcher,follower_researcher_phd,follower_researcher_prof,follower_researcher_male,follower_researcher_female,follower_researcher_male_phd,follower_researcher_male_prof,follower_researcher_female_phd,follower_researcher_female_prof,follower_reciprocal_researcher,follower_reciprocal_researcher_phd,follower_reciprocal_researcher_prof,follower_reciprocal_researcher_male,follower_reciprocal_researcher_female,follower_reciprocal_researcher_male_phd,follower_reciprocal_researcher_male_prof,follower_reciprocal_researcher_female_phd,follower_reciprocal_researcher_female_prof,location_exists,has_url,url_has_tilde,url_has_academic_domain,has_description,description_has_pattern,language,default_profile_image,nof_tweets,nof_followers,nof_friends,friend_follower_ratio,nof_self_tweets,nof_retweets,retweet_tweet_ratio,nof_tweets_with_url,fraction_of_tweets_with_url,nof_conf_hashtags,nof_distinct_hashtags,nof_overall_hashtags,fraction_of_distinct_hashtags,nof_conf_mentions
32828479,female,NA       ,1,1718,329,2,73,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,17,73,146,1.9997,16,1,0.0588,1,0.0588,2,10,11,0.9091,0
32838320,male  ,NA       ,1,1718,26,10,109,188,27,0,3,21,1,0,1,0,0,21,0,3,16,1,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,258,109,188,1.7246,188,72,0.2769,81,0.3115,74,110,177,0.6215,2
32854820,male  ,NA       ,1,1718,3,27,76,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,361,76,198,2.6049,349,12,0.0332,34,0.0942,16,54,76,0.7105,1
32903579,NA    ,NA       ,1,1718,38,6,177,71,10,1,1,3,2,0,0,0,0,5,1,1,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,498,177,71,0.4011,451,47,0.0944,78,0.1566,547,49,733,0.0668,0
32924635,male  ,NA       ,1,1718,3,88,46,287,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,973,46,287,6.2378,598,388,0.3935,390,0.3955,144,217,338,0.642,4
32927757,NA    ,NA       ,1,1718,4,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,7,25,3.5663,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
32928263,NA    ,NA       ,1,1718,1,18,325,201,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,385,325,201,0.6184,217,166,0.4334,80,0.2089,75,68,139,0.4892,1
33062058,NA    ,NA       ,1,1717,223,0,70,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,158,70,183,2.6139,141,16,0.1019,1,0.0064,0,8,11,0.7273,0
33154917,male  ,phd      ,1,1717,6,23,270,216,43,5,10,27,6,2,7,2,0,30,2,7,19,3,0,5,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2423,270,216,0.8,2323,98,0.0405,185,0.0764,193,490,959,0.5109,4
33240634,female,NA       ,1,1717,1,325,180,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1119,180,328,1.8221,987,127,0.114,383,0.3438,16,219,293,0.7474,5
33318712,male  ,NA       ,1,1717,8,113,2320,337,11,1,0,7,3,0,0,1,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1272,2320,337,0.1453,811,475,0.3694,585,0.4549,30,137,167,0.8204,5
33344941,male  ,NA       ,1,1717,1,224,420,552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1508,420,552,1.3143,1241,272,0.1798,379,0.2505,43,332,474,0.7004,8
33375390,female,professor,1,1716,13,15,223,189,3,1,2,2,0,1,1,0,0,3,1,2,2,0,1,1,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,881,223,189,0.8475,484,395,0.4494,361,0.4107,139,180,324,0.5556,5
33379183,male  ,NA       ,1,1716,46,5,64,55,6,1,0,3,1,0,0,1,0,2,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,77,64,55,0.8592,71,6,0.0779,7,0.0909,25,4,37,0.1081,0
33394713,NA    ,NA       ,1,1716,13,24,53,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,102,53,122,2.3015,70,31,0.3069,65,0.6436,10,34,56,0.6071,0
33446831,NA    ,NA       ,1,1716,3,618,294,266,5,0,1,0,1,0,0,0,0,5,0,1,0,1,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,4413,294,266,0.9047,3171,27,0.0084,22,0.0069,0,6,13,0.4615,0
33447651,male  ,NA       ,1,1716,4,635,130,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3622,130,255,1.9614,2345,846,0.2651,439,0.1376,368,296,870,0.3402,8
33448211,male  ,NA       ,1,1716,27,0,24,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,24,7,0.2915,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
33460769,male  ,NA       ,1,1716,11,30,73,157,21,5,5,12,6,3,3,2,1,19,5,5,11,6,3,3,2,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,165,73,157,2.1504,113,51,0.311,89,0.5427,45,57,84,0.6786,4
33462080,male  ,NA       ,1,1716,4,99,218,231,13,2,1,12,1,2,0,0,1,6,1,1,5,1,1,0,0,1,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,972,218,231,1.0596,767,206,0.2117,423,0.4347,322,477,880,0.542,4
33470500,male  ,NA       ,1,1716,15,4,76,74,8,1,1,4,2,0,1,0,0,7,1,1,4,1,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,44,76,74,0.9736,33,10,0.2326,29,0.6744,0,2,3,0.6667,2
33474334,male  ,professor,1,1716,20,1445,859,174,166,22,18,78,30,7,9,5,1,43,4,6,23,7,2,1,1,0,True ,True ,True ,True ,True ,True ,True ,FALSE,12023,859,174,0.2026,2975,218,0.0683,296,0.0927,1499,338,2249,0.1503,8
33495086,male  ,NA       ,1,1716,3,1979,473410,435645,19,1,0,10,6,0,0,1,0,18,1,0,10,5,0,0,1,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,29020,473410,435645,0.9202,3009,189,0.0591,84,0.0263,4,138,363,0.3802,1
33495180,male  ,NA       ,1,1716,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,1,0,4,400,1,0,0,0,0,0,0,0,0,0
33496439,NA    ,NA       ,1,1716,2,775,2668,446,18,1,1,14,0,1,1,0,0,4,1,0,2,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,14566,2668,446,0.1672,2361,831,0.2603,931,0.2917,466,343,957,0.3584,3
33498531,male  ,NA       ,1,1716,9,1,214,25,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,134,214,25,0.1168,44,90,0.6716,8,0.0597,10,29,38,0.7632,0
33546094,NA    ,NA       ,1,1716,1,0,20,19,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,10,20,19,0.9495,10,0,0,0,0,0,0,0,0,0
33546251,male  ,NA       ,1,1716,15,375,113,180,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,5506,113,180,1.5928,2789,396,0.1243,591,0.1856,14,428,495,0.8646,8
33550174,NA    ,NA       ,1,1716,6,1,17,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,10,17,24,1.4109,9,1,0.1,7,0.7,0,1,1,1,1
33550335,male  ,NA       ,1,1716,6,19,93,135,10,2,1,6,2,1,1,0,0,10,2,1,6,2,1,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,859,93,135,1.4515,483,370,0.4338,305,0.3576,210,254,438,0.5799,10
33592046,NA    ,NA       ,1,1716,5,1,27,34,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,True ,17,27,34,1.2588,9,8,0.4706,3,0.1765,0,3,3,1,0
33606845,male  ,professor,1,1716,51,40,214,51,38,4,9,15,15,1,5,2,3,4,0,2,3,1,0,2,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,665,214,51,0.2383,475,191,0.2868,186,0.2793,278,68,347,0.196,4
33630031,NA    ,NA       ,1,1716,12,365,151,104,11,0,2,2,0,0,1,0,0,8,0,2,1,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1664,151,104,0.6887,1443,250,0.1477,1000,0.5907,51,450,516,0.8721,2
33648962,NA    ,NA       ,1,1716,192,107,50,21,12,2,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,135,50,21,0.4199,135,7,0.0493,133,0.9366,2,12,17,0.7059,1
33661180,male  ,NA       ,1,1716,1,26,277,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2635,277,406,1.4657,2260,366,0.1394,332,0.1264,47,570,916,0.6223,2
33672095,NA    ,NA       ,1,1716,23,148,233,592,7,0,0,6,1,0,0,0,0,6,0,0,5,1,0,0,0,0,True ,True ,True ,FALSE,True ,True ,True ,FALSE,800,233,592,2.5407,688,111,0.1389,254,0.3179,74,138,467,0.2955,1
33686410,NA    ,NA       ,1,1716,9,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,2,54,6,0.1111,2,0,0,2,1,0,0,0,0,0
33689210,male  ,NA       ,1,1716,2,6,154,88,5,0,0,3,1,0,0,0,0,3,0,0,2,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,221,154,88,0.5714,200,21,0.095,22,0.0995,112,75,245,0.3061,2
33703542,male  ,NA       ,1,1716,11,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,True ,0,14,5,0.3569,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
33815998,male  ,NA       ,1,1715,8,7,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,13,6,51,8.4859,11,0,0,8,0.7273,0,1,1,1,0
33836629,male  ,phd      ,1,1715,3,927,2102,389,193,41,9,93,10,14,7,3,0,50,11,3,25,1,3,2,1,0,True ,True ,True ,True ,True ,True ,True ,FALSE,4097,2102,389,0.1851,3045,154,0.0481,1061,0.3317,75,247,310,0.7968,6
33888238,male  ,NA       ,1,1715,1,0,10,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,3,10,8,0.7992,3,0,0,0,0,0,0,0,0,0
33893035,male  ,NA       ,1,1715,23,7,190,390,16,1,2,10,1,1,0,0,0,14,0,1,9,1,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,1354,190,390,2.0525,904,436,0.3254,113,0.0843,91,137,219,0.6256,5
33909657,male  ,professor,1,1715,38,564,385,1805,6,2,1,2,1,0,1,0,0,4,1,0,1,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1028,385,1805,4.6882,959,69,0.0671,880,0.856,4,31,39,0.7949,1
33950379,NA    ,NA       ,1,1715,1,0,89,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,FALSE,FALSE,FALSE,True ,FALSE,38,89,26,0.2921,31,7,0.1842,10,0.2632,6,6,11,0.5455,1
33959852,male  ,NA       ,1,1715,26,3,177,239,3,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,557,177,239,1.3502,510,47,0.0844,35,0.0628,24,39,88,0.4432,2
33992919,male  ,phd      ,1,1715,2,57,122,551,4,0,1,4,0,0,1,0,0,3,0,1,3,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,134,122,551,4.516,132,2,0.0149,94,0.7015,5,14,18,0.7778,2
34004750,NA    ,NA       ,1,1715,16,0,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,142,47,25,0.5318,141,1,0.007,7,0.0493,3,10,10,1,1
34006759,NA    ,NA       ,1,1715,1,0,57,121,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,4,57,121,2.1224,3,1,0.25,2,0.5,0,0,0,0,0
34116603,NA    ,NA       ,1,1714,62,2,29,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,FALSE,136,29,45,1.5512,125,10,0.0741,4,0.0296,0,1,2,0.5,0
34214076,NA    ,professor,1,1714,70,143,519,136,79,16,13,47,12,10,10,2,1,16,2,6,10,2,0,5,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,1243,519,136,0.262,902,333,0.2696,219,0.1773,442,490,1245,0.3936,8
34222931,male  ,NA       ,1,1714,22,425,988,1232,23,0,0,19,3,0,0,0,0,12,0,0,9,2,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,2631,988,1232,1.247,1787,854,0.3234,1167,0.4419,215,255,496,0.5141,3
34238559,male  ,NA       ,0,1714,13,217,212,261,8,0,4,3,0,0,1,0,0,7,0,4,3,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,1450,212,261,1.2311,846,606,0.4174,965,0.6646,206,364,777,0.4685,4
34246036,NA    ,NA       ,1,1714,17,0,232,42,8,0,1,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,676,232,42,0.181,641,35,0.0518,0,0,205,47,445,0.1056,1
34247967,male  ,professor,1,1714,42,222,1320,660,62,10,5,29,20,5,2,4,1,34,6,4,17,10,5,2,1,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2848,1320,660,0.5,2250,562,0.1999,942,0.335,871,719,2385,0.3015,6
34258057,NA    ,NA       ,1,1714,2,241,1053,1403,5,0,1,2,1,0,0,0,0,5,0,1,2,1,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,3374,1053,1403,1.3324,2794,400,0.1252,1427,0.4468,181,388,790,0.4911,10
34270684,male  ,NA       ,1,1714,6,521,3458,1235,53,8,2,34,2,5,1,0,0,17,2,2,12,0,2,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,10823,3458,1235,0.3571,2601,595,0.1862,479,0.1499,197,142,412,0.3447,1
34281461,male  ,NA       ,1,1714,20,3,34,35,3,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,22,34,35,1.0291,21,1,0.0455,9,0.4091,1,10,13,0.7692,0
34295510,male  ,professor,1,1714,63,164,556,231,35,6,12,16,0,2,8,0,0,14,1,7,10,0,0,5,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,1789,556,231,0.4155,948,839,0.4695,406,0.2272,58,170,221,0.7692,9
34353135,male  ,NA       ,1,1714,4,22,47,111,2,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,170,47,111,2.3612,134,36,0.2118,43,0.2529,2,24,25,0.96,0
34370952,NA    ,NA       ,1,1714,11,0,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,6,25,34,1.3595,6,0,0,0,0,0,1,1,1,0
34395125,female,phd      ,0,1714,7,4,209,255,4,2,1,2,0,1,1,0,0,4,2,1,2,0,1,1,0,0,FALSE,FALSE,FALSE,FALSE,True ,True ,FALSE,FALSE,139,209,255,1.22,75,62,0.4526,42,0.3066,0,15,18,0.8333,0
34398661,male  ,NA       ,1,1714,1,12,442,2008,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,58,442,2008,4.5429,57,1,0.0172,21,0.3621,0,0,0,0,1
34399525,male  ,NA       ,1,1714,1,2,41,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,215,41,86,2.097,115,99,0.4626,44,0.2056,11,42,56,0.75,1
34401622,male  ,NA       ,1,1714,1,5,62,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,108,62,441,7.1118,34,73,0.6822,52,0.486,9,37,39,0.9487,4
34419091,male  ,NA       ,1,1714,17,3,41,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,111,41,65,1.585,62,49,0.4414,29,0.2613,5,42,54,0.7778,3
34504418,female,NA       ,1,1713,2,97,772,1341,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,1102,772,1341,1.737,933,170,0.1541,227,0.2058,8,150,505,0.297,5
34540379,male  ,NA       ,1,1713,2,439,1301,186,18,6,1,12,1,4,0,0,0,6,1,0,6,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,6942,1301,186,0.143,1803,1396,0.4364,946,0.2957,265,309,870,0.3552,11
34556034,male  ,NA       ,0,1713,10,149,412,630,15,1,4,7,3,1,1,0,1,11,0,4,5,2,0,1,0,1,True ,True ,FALSE,FALSE,True ,FALSE,FALSE,FALSE,457,412,630,1.5291,436,22,0.048,275,0.6004,0,31,36,0.8611,1
34557743,NA    ,NA       ,1,1713,1,17,724,488,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,2488,724,488,0.674,1974,484,0.1969,160,0.0651,585,756,1744,0.4335,5
34567354,male  ,NA       ,0,1713,3,10,114,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,114,101,0.8859,57,5,0.0806,11,0.1774,1,9,21,0.4286,1
34582649,male  ,NA       ,1,1713,3,5,134,530,10,3,0,3,0,1,0,0,0,10,3,0,3,0,1,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,68,134,530,3.9549,26,45,0.6338,48,0.6761,19,32,52,0.6154,3
34584806,NA    ,NA       ,1,1713,34,0,290,173,24,8,0,7,2,2,0,1,0,21,7,0,7,2,2,0,1,0,True ,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,78,290,173,0.5965,60,18,0.2308,14,0.1795,5,20,22,0.9091,1
34590998,NA    ,NA       ,1,1713,8,0,45,75,6,0,1,2,1,0,0,0,0,4,0,1,1,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,0,45,75,1.6663,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
34600914,male  ,NA       ,1,1713,1,0,26,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,2,26,29,1.115,2,0,0,2,1,0,2,2,1,0
34612564,male  ,phd      ,1,1713,25,26,620,152,40,4,6,19,3,1,2,0,0,16,0,3,6,2,0,2,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,55,620,152,0.2452,50,5,0.0909,27,0.4909,5,12,12,1,0
34633656,male  ,NA       ,1,1713,6,9,109,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,781,109,310,2.8438,612,169,0.2164,100,0.128,44,97,180,0.5389,3
34693017,male  ,NA       ,1,1713,1,1,127,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,145,127,400,3.1494,142,3,0.0207,3,0.0207,0,2,2,1,0
34698700,male  ,NA       ,1,1713,2,13,71,104,9,1,2,6,0,0,2,0,0,9,1,2,6,0,0,2,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,627,71,104,1.4646,556,70,0.1118,50,0.0799,18,95,128,0.7422,0
34709963,male  ,professor,1,1713,19,20,66,76,6,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,953,66,76,1.1513,801,151,0.1586,135,0.1418,12,51,618,0.0825,1
34721078,female,NA       ,1,1713,8,0,111,74,17,4,2,10,0,2,2,0,0,12,3,2,8,0,2,2,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,24,111,74,0.6666,18,6,0.25,4,0.1667,5,2,5,0.4,1
34766255,male  ,NA       ,1,1713,8,4,53,1,6,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,6,53,1,0.0189,6,0,0,2,0.3333,5,7,7,1,0
34787179,male  ,NA       ,1,1712,21,0,465,189,87,8,18,33,29,1,10,3,4,31,1,8,10,13,0,4,0,3,True ,FALSE,FALSE,FALSE,True ,True ,True ,FALSE,463,465,189,0.4064,458,5,0.0108,0,0,13,36,155,0.2323,0
34801952,NA    ,NA       ,1,1712,1,56,1187,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4820,1187,1874,1.5788,2359,837,0.2619,445,0.1392,93,171,352,0.4858,3
34877777,NA    ,NA       ,1,1712,7,10,98,70,5,3,0,3,0,2,0,0,0,3,2,0,2,0,1,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,556,98,70,0.7142,485,70,0.1261,97,0.1748,32,128,361,0.3546,3
34936414,male  ,NA       ,1,1712,45,14,129,139,31,4,1,17,2,2,1,0,0,25,3,1,16,0,1,1,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,494,129,139,1.0774,247,247,0.5,266,0.5385,288,259,525,0.4933,5
34941876,NA    ,NA       ,1,1712,9,0,14,93,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True ,True ,True ,True ,FALSE,FALSE,True ,True ,2,14,93,6.6381,1,1,0.5,1,0.5,0,0,0,0,0
34942309,male  ,NA       ,1,1712,8,613,1360,328,89,12,1,51,14,7,1,1,0,36,2,0,21,10,0,0,1,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,5341,1360,328,0.2412,2578,620,0.1939,1381,0.4318,610,631,1573,0.4011,5
34944585,male  ,NA       ,1,1712,45,60,274,78,28,3,1,13,5,1,1,0,0,20,2,1,12,1,1,1,0,0,FALSE,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,138,274,78,0.2847,122,16,0.1159,47,0.3406,134,116,280,0.4143,1
34961329,male  ,NA       ,1,1712,7,48,54,33,4,1,0,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,True ,True ,True ,True ,True ,FALSE,True ,FALSE,514,54,33,0.611,505,9,0.0175,98,0.1907,3,12,31,0.3871,0
34969508,male  ,NA       ,1,1712,15,159,2324,162,173,21,26,112,9,12,19,2,2,35,0,8,26,2,0,6,0,1,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,4902,2324,162,0.0697,2294,901,0.282,390,0.1221,349,340,911,0.3732,7
34978937,female,NA       ,1,1712,1,1,166,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,True ,FALSE,110,166,655,3.9455,93,17,0.1545,97,0.8818,2,10,11,0.9091,0
34984913,male  ,NA       ,1,1712,9,0,56,135,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,True ,FALSE,12,56,135,2.4103,5,7,0.5833,1,0.0833,0,6,6,1,0
34990434,male  ,phd      ,1,1712,3,17,16,52,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,FALSE,True ,FALSE,FALSE,True ,True ,True ,FALSE,42,16,52,3.248,42,0,0,26,0.619,5,8,12,0.6667,0
35000190,male  ,NA       ,1,1712,7,0,17,47,3,0,0,2,0,0,0,0,0,3,0,0,2,0,0,0,0,0,True ,True ,FALSE,FALSE,FALSE,FALSE,True ,FALSE,33,17,47,2.7631,28,4,0.125,10,0.3125,1,3,10,0.3,0
35039516,female,professor,1,1712,1,0,76,5,7,0,2,5,0,0,2,0,0,1,0,1,1,0,0,1,0,0,True ,True ,True ,True ,True ,True ,True ,FALSE,2,76,5,0.0658,2,0,0,0,0,0,0,0,0,0
35126301,NA    ,NA       ,1,1711,12,37,58,229,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,True ,FALSE,FALSE,FALSE,True ,FALSE,True ,FALSE,279,58,229,3.9476,282,14,0.0473,72,0.2432,4,80,136,0.5882,2
35126497,NA    ,professor,0,1711,56,1390,994,535,30,5,5,3,0,1,1,0,0,19,2,3,0,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,True ,FALSE,FALSE,21318,994,535,0.5382,2545,611,0.1936,780,0.2471,2,25,46,0.5435,2
35169776,NA    ,NA       ,1,1711,7,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,True ,True ,True ,FALSE,FALSE,True ,True ,0,2,9,4.4776,NA  ,NA  ,NA    ,NA  ,NA    ,NA   ,NA  ,NA   ,NA    ,NA
35317370,NA    ,NA       ,1,1711,26,0,39,26,7,0,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,0,True ,True ,FALSE,FALSE,True ,FALSE,True ,FALSE,20,39,26,0.6665,13,7,0.35,8,0.4,0,3,4,0.75,0
